osmid,y,x,highway,ref,street_count,junction,railway,geometry
3116001143,39.3177207,-76.3713469,,,3,,,POINT (-76.3713469 39.3177207)
3116001144,39.3177239,-76.3841933,,,1,,,POINT (-76.3841933 39.3177239)
3116001145,39.3177328,-76.3882189,,,1,,,POINT (-76.3882189 39.3177328)
3116001147,39.3177449,-76.397295,,,1,,,POINT (-76.397295 39.3177449)
3116001148,39.3177521,-76.3852899,,,1,,,POINT (-76.3852899 39.3177521)
3116001149,39.3177614,-76.3703333,,,1,,,POINT (-76.3703333 39.3177614)
3116001150,39.3177684,-76.3855971,,,1,,,POINT (-76.3855971 39.3177684)
3116001151,39.3177699,-76.378998,,,3,,,POINT (-76.378998 39.3177699)
3116001152,39.3177796,-76.3846997,,,3,,,POINT (-76.3846997 39.3177796)
3116001153,39.3178037,-76.370614,,,3,,,POINT (-76.370614 39.3178037)
3116001154,39.3178046,-76.38836,,,1,,,POINT (-76.38836 39.3178046)
3116001158,39.3178481,-76.3714538,,,1,,,POINT (-76.3714538 39.3178481)
3116001159,39.3178615,-76.3707758,,,3,,,POINT (-76.3707758 39.3178615)
3116001163,39.3179226,-76.370508,,,1,,,POINT (-76.370508 39.3179226)
3116001164,39.3179382,-76.3707145,,,1,,,POINT (-76.3707145 39.3179382)
3116001165,39.3179448,-76.3844956,,,3,,,POINT (-76.3844956 39.3179448)
3116001175,39.3180146,-76.3844064,,,3,,,POINT (-76.3844064 39.3180146)
3116001178,39.3180183,-76.3805306,,,1,,,POINT (-76.3805306 39.3180183)
3116001180,39.3180316,-76.3780449,,,1,,,POINT (-76.3780449 39.3180316)
3116001181,39.318032,-76.3711303,,,1,,,POINT (-76.3711303 39.318032)
3116001186,39.3180639,-76.3784821,,,3,,,POINT (-76.3784821 39.3180639)
3116001187,39.3180654,-76.3949901,,,1,,,POINT (-76.3949901 39.3180654)
3116001191,39.3181037,-76.3848804,,,1,,,POINT (-76.3848804 39.3181037)
3116001192,39.3181051,-76.3709573,,,1,,,POINT (-76.3709573 39.3181051)
3116001193,39.3181258,-76.3785638,,,1,,,POINT (-76.3785638 39.3181258)
3116001194,39.3181258,-76.3808503,,,1,,,POINT (-76.3808503 39.3181258)
3116001195,39.3181306,-76.3842575,,,3,,,POINT (-76.3842575 39.3181306)
3116001196,39.3181416,-76.3714037,,,1,,,POINT (-76.3714037 39.3181416)
3116001197,39.3181433,-76.3712179,,,1,,,POINT (-76.3712179 39.3181433)
3116001198,39.3181445,-76.3944428,,,3,,,POINT (-76.3944428 39.3181445)
3116001200,39.3181525,-76.3792132,,,1,,,POINT (-76.3792132 39.3181525)
3116001201,39.3181677,-76.3856251,,,1,,,POINT (-76.3856251 39.3181677)
3116001202,39.3181717,-76.3842027,,,3,,,POINT (-76.3842027 39.3181717)
3116001205,39.3182035,-76.3852759,,,1,,,POINT (-76.3852759 39.3182035)
3116001209,39.3182447,-76.3941532,,,1,,,POINT (-76.3941532 39.3182447)
3116001210,39.3182656,-76.3782284,,,3,,,POINT (-76.3782284 39.3182656)
3116001211,39.3182683,-76.3840751,,,4,,,POINT (-76.3840751 39.3182683)
3116001212,39.3182689,-76.3780764,,,1,,,POINT (-76.3780764 39.3182689)
3116001216,39.3182989,-76.3812001,,,1,,,POINT (-76.3812001 39.3182989)
3116001217,39.3183058,-76.3804015,,,3,,,POINT (-76.3804015 39.3183058)
3116001218,39.3183059,-76.3943536,,,4,,,POINT (-76.3943536 39.3183059)
3116001219,39.318328,-76.3935861,,,1,,,POINT (-76.3935861 39.318328)
3116001222,39.3183487,-76.3805561,,,3,,,POINT (-76.3805561 39.3183487)
3116001224,39.3184059,-76.3838975,,,3,,,POINT (-76.3838975 39.3184059)
3116001226,39.3184151,-76.3880908,,,1,,,POINT (-76.3880908 39.3184151)
3116001227,39.3184153,-76.3782083,,,1,,,POINT (-76.3782083 39.3184153)
3116001228,39.3184602,-76.3990204,,,1,,,POINT (-76.3990204 39.3184602)
3116001429,39.3184698,-76.3838045,,,3,,,POINT (-76.3838045 39.3184698)
3116001431,39.3184814,-76.3947584,,,1,,,POINT (-76.3947584 39.3184814)
3116001434,39.3185019,-76.3811036,,,3,,,POINT (-76.3811036 39.3185019)
3116001435,39.3185094,-76.3818933,,,1,,,POINT (-76.3818933 39.3185094)
3116001436,39.3185094,-76.3847626,,,1,,,POINT (-76.3847626 39.3185094)
3116001437,39.3185292,-76.3993852,,,1,,,POINT (-76.3993852 39.3185292)
3116001438,39.3185349,-76.3980847,,,1,,,POINT (-76.3980847 39.3185349)
3116001439,39.3185442,-76.3832592,,,1,,,POINT (-76.3832592 39.3185442)
3116001440,39.3185483,-76.3942197,,,3,,,POINT (-76.3942197 39.3185483)
3116001441,39.3185515,-76.3982657,,,1,,,POINT (-76.3982657 39.3185515)
3116001442,39.3185766,-76.399893,,,1,,,POINT (-76.399893 39.3185766)
3116001443,39.3185886,-76.3825188,,,1,,,POINT (-76.3825188 39.3185886)
3116001444,39.318606,-76.397899,,,1,,,POINT (-76.397899 39.318606)
3116001445,39.3186175,-76.3994892,,,1,,,POINT (-76.3994892 39.3186175)
3116001446,39.3186194,-76.380198,,,1,,,POINT (-76.380198 39.3186194)
3116001448,39.3186405,-76.3978053,,,1,,,POINT (-76.3978053 39.3186405)
3116001450,39.3186434,-76.3995718,,,1,,,POINT (-76.3995718 39.3186434)
3116001451,39.318646,-76.3978979,,,3,,,POINT (-76.3978979 39.318646)
3116001453,39.3186571,-76.3980853,,,3,,,POINT (-76.3980853 39.3186571)
3116001454,39.3186635,-76.398262,,,3,,,POINT (-76.398262 39.3186635)
3116001455,39.3186651,-76.3986341,,,1,,,POINT (-76.3986341 39.3186651)
3116001457,39.3186754,-76.384764,,,1,,,POINT (-76.384764 39.3186754)
3116001458,39.3186826,-76.3802683,,,3,,,POINT (-76.3802683 39.3186826)
3116001460,39.318689,-76.389967,,,3,,,POINT (-76.389967 39.318689)
3116001461,39.318694,-76.381787,,,3,,,POINT (-76.381787 39.318694)
3116001462,39.3186971,-76.3842634,,,1,,,POINT (-76.3842634 39.3186971)
3116001465,39.3187297,-76.3846126,,,1,,,POINT (-76.3846126 39.3187297)
3116001466,39.3187327,-76.3833756,,,3,,,POINT (-76.3833756 39.3187327)
3116001469,39.3187481,-76.3986339,,,3,,,POINT (-76.3986339 39.3187481)
3116001471,39.3187557,-76.3841203,,,1,,,POINT (-76.3841203 39.3187557)
3116001474,39.3187751,-76.399945,,,1,,,POINT (-76.399945 39.3187751)
3116001476,39.3188197,-76.3993821,,,3,,,POINT (-76.3993821 39.3188197)
3116001477,39.3188223,-76.38036,,,1,,,POINT (-76.38036 39.3188223)
3116001478,39.3188316,-76.3998073,,,3,,,POINT (-76.3998073 39.3188316)
3116001480,39.3188646,-76.3823822,,,3,,,POINT (-76.3823822 39.3188646)
3116001482,39.3188756,-76.400009,,,1,,,POINT (-76.400009 39.3188756)
3116001485,39.318912,-76.3985349,,,1,,,POINT (-76.3985349 39.318912)
3116001486,39.3189167,-76.3830207,,,3,,,POINT (-76.3830207 39.3189167)
3116001487,39.3189801,-76.3828959,,,3,,,POINT (-76.3828959 39.3189801)
3116001488,39.3189933,-76.3902285,,,3,,,POINT (-76.3902285 39.3189933)
3116001489,39.3189991,-76.3939667,,,3,,,POINT (-76.3939667 39.3189991)
3116001490,39.3190085,-76.3842998,,,1,,,POINT (-76.3842998 39.3190085)
3116001491,39.3190099,-76.3998921,,,1,,,POINT (-76.3998921 39.3190099)
3116001494,39.3190461,-76.3827892,,,3,,,POINT (-76.3827892 39.3190461)
3116001495,39.3190511,-76.3995499,,,3,,,POINT (-76.3995499 39.3190511)
3116001496,39.3190705,-76.3995524,,,3,,,POINT (-76.3995524 39.3190705)
3116001497,39.3190729,-76.3941825,,,3,,,POINT (-76.3941825 39.3190729)
3116001498,39.3190765,-76.3895244,,,1,,,POINT (-76.3895244 39.3190765)
3116001499,39.3190795,-76.3900968,,,1,,,POINT (-76.3900968 39.3190795)
3116001500,39.3190853,-76.3993917,,,1,,,POINT (-76.3993917 39.3190853)
3116001503,39.3191311,-76.3944016,,,1,,,POINT (-76.3944016 39.3191311)
3116001504,39.3191377,-76.3995583,,,3,,,POINT (-76.3995583 39.3191377)
3116001506,39.3191449,-76.3994103,,,1,,,POINT (-76.3994103 39.3191449)
3116001507,39.3191484,-76.3903828,,,3,,,POINT (-76.3903828 39.3191484)
3116001509,39.3191631,-76.3938717,,,3,,,POINT (-76.3938717 39.3191631)
3116001513,39.3191825,-76.3825859,,,3,,,POINT (-76.3825859 39.3191825)
3116001514,39.3191843,-76.3833714,,,1,,,POINT (-76.3833714 39.3191843)
3116001515,39.3191961,-76.3981143,,,1,,,POINT (-76.3981143 39.3191961)
3116001516,39.3191994,-76.3982716,,,3,,,POINT (-76.3982716 39.3191994)
3116001517,39.3192144,-76.382536,,,3,,,POINT (-76.382536 39.3192144)
3116001518,39.3192352,-76.3797184,,,3,,,POINT (-76.3797184 39.3192352)
3116001519,39.31927,-76.3833378,,,1,,,POINT (-76.3833378 39.31927)
3116001520,39.3192725,-76.3897075,,,1,,,POINT (-76.3897075 39.3192725)
3116001521,39.319296,-76.3830853,,,1,,,POINT (-76.3830853 39.319296)
3116001522,39.319306,-76.379982,,,3,,,POINT (-76.379982 39.319306)
3116001524,39.3193209,-76.3823686,,,3,,,POINT (-76.3823686 39.3193209)
3116001525,39.3193339,-76.3901007,,,1,,,POINT (-76.3901007 39.3193339)
3116001526,39.319343,-76.3801201,,,3,,,POINT (-76.3801201 39.319343)
3116001527,39.3193555,-76.3996055,,,3,,,POINT (-76.3996055 39.3193555)
3116001528,39.3193654,-76.3802032,,,3,,,POINT (-76.3802032 39.3193654)
3116001631,39.3193755,-76.3994595,,,1,,,POINT (-76.3994595 39.3193755)
3116001632,39.3193799,-76.3981064,,,1,,,POINT (-76.3981064 39.3193799)
3116001634,39.3193991,-76.3982582,,,3,,,POINT (-76.3982582 39.3193991)
3116001635,39.3194023,-76.397003,,,1,,,POINT (-76.397003 39.3194023)
3116001636,39.3194049,-76.3803503,,,3,,,POINT (-76.3803503 39.3194049)
3116001639,39.319427,-76.3937156,,,3,,,POINT (-76.3937156 39.319427)
3116001640,39.319436,-76.3824837,,,1,,,POINT (-76.3824837 39.319436)
3116001642,39.319473,-76.3805875,,,3,,,POINT (-76.3805875 39.319473)
3116001643,39.3194755,-76.3793989,,,1,,,POINT (-76.3793989 39.3194755)
3116001644,39.3194759,-76.3907084,,,3,,,POINT (-76.3907084 39.3194759)
3116001645,39.3194772,-76.3829255,,,1,,,POINT (-76.3829255 39.3194772)
3116001646,39.3194806,-76.3936807,,,3,,,POINT (-76.3936807 39.3194806)
3116001648,39.3194932,-76.3997472,,,1,,,POINT (-76.3997472 39.3194932)
3116001649,39.3194973,-76.3939495,,,1,,,POINT (-76.3939495 39.3194973)
3116001650,39.3195132,-76.3807267,,,3,,,POINT (-76.3807267 39.3195132)
3116001651,39.3195184,-76.3828399,,,1,,,POINT (-76.3828399 39.3195184)
3116001652,39.3195416,-76.3808179,,,3,,,POINT (-76.3808179 39.3195416)
3116001657,39.3195584,-76.3905398,,,1,,,POINT (-76.3905398 39.3195584)
3116001660,39.319579,-76.3981642,,,1,,,POINT (-76.3981642 39.319579)
3116001662,39.319584,-76.3982488,,,3,,,POINT (-76.3982488 39.319584)
3116001663,39.3195897,-76.3798225,,,1,,,POINT (-76.3798225 39.3195897)
3116001666,39.3195964,-76.3799321,,,1,,,POINT (-76.3799321 39.3195964)
3116001667,39.3195988,-76.3996657,,,3,,,POINT (-76.3996657 39.3195988)
3116001668,39.3196005,-76.3810345,,,3,,,POINT (-76.3810345 39.3196005)
3116001669,39.3196393,-76.3908774,,,3,,,POINT (-76.3908774 39.3196393)
3116001672,39.3196688,-76.3812485,,,3,,,POINT (-76.3812485 39.3196688)
3116001675,39.319695,-76.3935416,,,3,,,POINT (-76.3935416 39.319695)
3116001678,39.3197244,-76.3907079,,,1,,,POINT (-76.3907079 39.3197244)
3116001682,39.3197432,-76.3937889,,,3,,,POINT (-76.3937889 39.3197432)
3116001685,39.3197522,-76.3794304,,,1,,,POINT (-76.3794304 39.3197522)
3116001686,39.3197544,-76.3939124,,,1,,,POINT (-76.3939124 39.3197544)
3116001687,39.3197557,-76.3815553,,,3,,,POINT (-76.3815553 39.3197557)
3116001689,39.3197898,-76.3985538,,,1,,,POINT (-76.3985538 39.3197898)
3116001691,39.3197955,-76.3816966,,,3,,,POINT (-76.3816966 39.3197955)
3116001692,39.3198122,-76.3811861,,,1,,,POINT (-76.3811861 39.3198122)
3116001694,39.3198147,-76.3934621,,,3,,,POINT (-76.3934621 39.3198147)
3116001695,39.3198307,-76.3982508,,,3,,,POINT (-76.3982508 39.3198307)
3116001701,39.3198647,-76.3799035,,,1,,,POINT (-76.3799035 39.3198647)
3116001702,39.3198674,-76.381953,,,3,,,POINT (-76.381953 39.3198674)
3116001704,39.3198902,-76.3985121,,,3,,,POINT (-76.3985121 39.3198902)
3116001707,39.3199,-76.397666,,,1,,,POINT (-76.397666 39.3199)
3116001710,39.3199308,-76.380098,,,1,,,POINT (-76.380098 39.3199308)
3116001711,39.3199312,-76.3821807,,,3,,,POINT (-76.3821807 39.3199312)
3116001714,39.319967,-76.3936348,,,1,,,POINT (-76.3936348 39.319967)
3116001715,39.3199744,-76.3979922,,,1,,,POINT (-76.3979922 39.3199744)
3116001717,39.3199902,-76.3988063,,,1,,,POINT (-76.3988063 39.3199902)
3116001719,39.3200185,-76.3933224,,,3,,,POINT (-76.3933224 39.3200185)
3116001725,39.3200883,-76.3802227,,,1,,,POINT (-76.3802227 39.3200883)
3116001726,39.3200991,-76.393542,,,1,,,POINT (-76.393542 39.3200991)
3116001727,39.3201038,-76.397683,,,3,,,POINT (-76.397683 39.3201038)
3116001728,39.3201072,-76.3803861,,,1,,,POINT (-76.3803861 39.3201072)
3116001730,39.3201404,-76.3807804,,,1,,,POINT (-76.3807804 39.3201404)
3116001731,39.320146,-76.4001381,,,1,,,POINT (-76.4001381 39.320146)
3116001733,39.3201875,-76.399804,,,3,,,POINT (-76.399804 39.3201875)
3116001735,39.3202177,-76.3821076,,,1,,,POINT (-76.3821076 39.3202177)
3116001736,39.3202199,-76.397708,,,1,,,POINT (-76.397708 39.3202199)
3116001737,39.3202314,-76.381219,,,1,,,POINT (-76.381219 39.3202314)
3116001738,39.3202558,-76.3814441,,,1,,,POINT (-76.3814441 39.3202558)
3116001740,39.3202947,-76.3993156,,,1,,,POINT (-76.3993156 39.3202947)
3116001741,39.3202979,-76.3817509,,,1,,,POINT (-76.3817509 39.3202979)
3116001742,39.320332,-76.398767,,,1,,,POINT (-76.398767 39.320332)
3116001743,39.3203421,-76.4001826,,,1,,,POINT (-76.4001826 39.3203421)
3116001745,39.3203923,-76.3998438,,,3,,,POINT (-76.3998438 39.3203923)
3116001746,39.3205128,-76.399326,,,3,,,POINT (-76.399326 39.3205128)
3116001747,39.320521,-76.399013,,,3,,,POINT (-76.399013 39.320521)
3116001748,39.3205273,-76.3987764,,,3,,,POINT (-76.3987764 39.3205273)
3116001749,39.3205291,-76.3987065,,,3,,,POINT (-76.3987065 39.3205291)
3116001750,39.3205322,-76.3941408,,,1,,,POINT (-76.3941408 39.3205322)
3116001759,39.3206335,-76.3947135,,,1,,,POINT (-76.3947135 39.3206335)
3116001762,39.3206589,-76.4000519,,,1,,,POINT (-76.4000519 39.3206589)
3116001763,39.3206769,-76.3999166,,,3,,,POINT (-76.3999166 39.3206769)
3116001764,39.3206823,-76.3981972,,,3,,,POINT (-76.3981972 39.3206823)
3116001766,39.3206886,-76.3946081,,,3,,,POINT (-76.3946081 39.3206886)
3116001767,39.3206938,-76.3954681,,,3,,,POINT (-76.3954681 39.3206938)
3116001768,39.3207107,-76.3946739,,,3,,,POINT (-76.3946739 39.3207107)
3116001769,39.3207234,-76.3987178,,,1,,,POINT (-76.3987178 39.3207234)
3116001770,39.3207254,-76.3976625,,,1,,,POINT (-76.3976625 39.3207254)
3116001771,39.3207344,-76.3921887,,,3,,,POINT (-76.3921887 39.3207344)
3116001772,39.3207487,-76.3928454,,,3,,,POINT (-76.3928454 39.3207487)
3116001773,39.32077,-76.3948511,,,3,,,POINT (-76.3948511 39.32077)
3116001775,39.3207784,-76.3953712,,,3,,,POINT (-76.3953712 39.3207784)
3116001776,39.3207958,-76.3920473,,,3,,,POINT (-76.3920473 39.3207958)
3116001778,39.3208021,-76.3953453,,,3,,,POINT (-76.3953453 39.3208021)
3116001780,39.320814,-76.400077,,,1,,,POINT (-76.400077 39.320814)
3116001784,39.3208345,-76.3946458,,,1,,,POINT (-76.3946458 39.3208345)
3116001785,39.3208362,-76.3999499,,,3,,,POINT (-76.3999499 39.3208362)
3116001786,39.3208432,-76.394811,,,1,,,POINT (-76.394811 39.3208432)
3116001788,39.3208476,-76.399233,,,1,,,POINT (-76.399233 39.3208476)
3116001789,39.3208496,-76.3954125,,,1,,,POINT (-76.3954125 39.3208496)
3116001790,39.3208699,-76.3922893,,,3,,,POINT (-76.3922893 39.3208699)
3116001792,39.3208894,-76.4003221,,,1,,,POINT (-76.4003221 39.3208894)
3116001794,39.3209061,-76.3952317,,,3,,,POINT (-76.3952317 39.3209061)
3116001795,39.3209184,-76.3928239,,,3,,,POINT (-76.3928239 39.3209184)
3116001796,39.3209186,-76.3999591,,,3,,,POINT (-76.3999591 39.3209186)
3116001799,39.321009,-76.3929536,,,3,,,POINT (-76.3929536 39.321009)
3116001803,39.3210476,-76.3950772,,,3,,,POINT (-76.3950772 39.3210476)
3116001809,39.3210956,-76.3951532,,,1,,,POINT (-76.3951532 39.3210956)
3116001810,39.3210986,-76.3950102,,,3,,,POINT (-76.3950102 39.3210986)
3116001816,39.3212977,-76.3946872,,,3,,,POINT (-76.3946872 39.3212977)
3116001817,39.3213024,-76.3998749,,,3,,,POINT (-76.3998749 39.3213024)
3116001818,39.3213431,-76.3941015,,,1,,,POINT (-76.3941015 39.3213431)
3116001822,39.3214258,-76.3997852,,,3,,,POINT (-76.3997852 39.3214258)
3116001824,39.3214775,-76.4003239,,,1,,,POINT (-76.4003239 39.3214775)
3116001826,39.3215687,-76.400103,,,1,,,POINT (-76.400103 39.3215687)
3116001828,39.3216923,-76.3999786,,,1,,,POINT (-76.3999786 39.3216923)
3116001831,39.3218406,-76.3914333,,,1,,,POINT (-76.3914333 39.3218406)
3116001833,39.321907,-76.3920277,,,1,,,POINT (-76.3920277 39.321907)
3116001835,39.3219235,-76.3999266,,,1,,,POINT (-76.3999266 39.3219235)
3116001839,39.3220568,-76.3934698,,,3,,,POINT (-76.3934698 39.3220568)
3116001842,39.3221631,-76.3935352,,,1,,,POINT (-76.3935352 39.3221631)
3116001844,39.3221659,-76.3981638,,,1,,,POINT (-76.3981638 39.3221659)
3116001846,39.3222061,-76.3931086,,,3,,,POINT (-76.3931086 39.3222061)
3116001848,39.322266,-76.399107,,,1,,,POINT (-76.399107 39.322266)
3116001849,39.3223003,-76.3931676,,,1,,,POINT (-76.3931676 39.3223003)
3116001852,39.3225176,-76.3911034,,,3,,,POINT (-76.3911034 39.3225176)
3116004450,39.2988649,-76.382635,,,1,,,POINT (-76.382635 39.2988649)
3116004454,39.298908,-76.3821338,,,1,,,POINT (-76.3821338 39.298908)
3116004455,39.2989408,-76.3822942,,,1,,,POINT (-76.3822942 39.2989408)
3116004456,39.2990548,-76.38181,,,1,,,POINT (-76.38181 39.2990548)
3116004457,39.2990595,-76.3822886,,,3,,,POINT (-76.3822886 39.2990595)
3116004458,39.2990602,-76.3821809,,,3,,,POINT (-76.3821809 39.2990602)
3116004459,39.2990605,-76.38213,,,3,,,POINT (-76.38213 39.2990605)
3116004460,39.2990636,-76.3813937,,,1,,,POINT (-76.3813937 39.2990636)
3116004461,39.2990677,-76.382606,,,3,,,POINT (-76.382606 39.2990677)
3116004462,39.2990684,-76.3826235,,,3,,,POINT (-76.3826235 39.2990684)
3116004463,39.2991373,-76.3810332,,,1,,,POINT (-76.3810332 39.2991373)
3116004464,39.2991381,-76.381104,,,1,,,POINT (-76.381104 39.2991381)
3116004465,39.2991614,-76.3807075,,,1,,,POINT (-76.3807075 39.2991614)
3116004466,39.2991804,-76.3818119,,,3,,,POINT (-76.3818119 39.2991804)
3116004467,39.2992308,-76.38218,,,1,,,POINT (-76.38218 39.2992308)
3116004470,39.2992761,-76.3824773,,,1,,,POINT (-76.3824773 39.2992761)
3116004471,39.299352,-76.3813899,,,3,,,POINT (-76.3813899 39.299352)
3116004472,39.2993547,-76.3813712,,,3,,,POINT (-76.3813712 39.2993547)
3116004473,39.2993667,-76.380481,,,1,,,POINT (-76.380481 39.2993667)
3116004474,39.2993763,-76.3829521,,,3,,,POINT (-76.3829521 39.2993763)
3116004475,39.2993776,-76.3831277,,,1,,,POINT (-76.3831277 39.2993776)
3116004476,39.2994025,-76.3802988,,,1,,,POINT (-76.3802988 39.2994025)
3116004477,39.2994094,-76.381023,,,3,,,POINT (-76.381023 39.2994094)
3116004479,39.2994564,-76.3806939,,,3,,,POINT (-76.3806939 39.2994564)
3116004480,39.299477,-76.3825887,,,1,,,POINT (-76.3825887 39.299477)
3116004481,39.2994885,-76.3804777,,,3,,,POINT (-76.3804777 39.2994885)
3116004482,39.2994909,-76.3831239,,,1,,,POINT (-76.3831239 39.2994909)
3116004483,39.2995148,-76.3802988,,,3,,,POINT (-76.3802988 39.2995148)
3116004484,39.2995493,-76.3813777,,,1,,,POINT (-76.3813777 39.2995493)
3116004485,39.3004263,-76.3780616,,,1,,,POINT (-76.3780616 39.3004263)
3116004486,39.3005454,-76.3778389,,,1,,,POINT (-76.3778389 39.3005454)
3116004487,39.3006667,-76.3779522,,,3,,,POINT (-76.3779522 39.3006667)
3116004488,39.3006908,-76.3773896,,,1,,,POINT (-76.3773896 39.3006908)
3116004489,39.3008247,-76.3776775,,,3,,,POINT (-76.3776775 39.3008247)
3116004490,39.3008821,-76.3772924,,,1,,,POINT (-76.3772924 39.3008821)
3116004491,39.3009885,-76.3773905,,,3,,,POINT (-76.3773905 39.3009885)
3116004492,39.3010238,-76.377854,,,1,,,POINT (-76.377854 39.3010238)
3116004493,39.3010541,-76.3772821,,,3,,,POINT (-76.3772821 39.3010541)
3116004494,39.3011984,-76.377432,,,1,,,POINT (-76.377432 39.3011984)
3116004495,39.3014015,-76.3758737,,,1,,,POINT (-76.3758737 39.3014015)
3116004496,39.3015055,-76.3832789,,,1,,,POINT (-76.3832789 39.3015055)
3116004497,39.3016695,-76.3758888,,,1,,,POINT (-76.3758888 39.3016695)
3116004498,39.3017148,-76.376166,,,3,,,POINT (-76.376166 39.3017148)
3116004499,39.3017184,-76.3757746,,,1,,,POINT (-76.3757746 39.3017184)
3116004500,39.3017424,-76.3755729,,,1,,,POINT (-76.3755729 39.3017424)
3116004501,39.3017868,-76.3831108,,,3,,,POINT (-76.3831108 39.3017868)
3116004502,39.3017911,-76.3832694,,,1,,,POINT (-76.3832694 39.3017911)
3116004503,39.3018001,-76.3760174,,,3,,,POINT (-76.3760174 39.3018001)
3116004504,39.3018616,-76.3759101,,,3,,,POINT (-76.3759101 39.3018616)
3116004505,39.3019386,-76.375776,,,3,,,POINT (-76.375776 39.3019386)
3116004506,39.3019558,-76.3754961,,,1,,,POINT (-76.3754961 39.3019558)
3116004507,39.3020468,-76.3755873,,,3,,,POINT (-76.3755873 39.3020468)
3116004508,39.3021593,-76.3830908,,,3,,,POINT (-76.3830908 39.3021593)
3116004509,39.3021596,-76.3832117,,,1,,,POINT (-76.3832117 39.3021596)
3116004510,39.3022173,-76.3747127,,,1,,,POINT (-76.3747127 39.3022173)
3116004512,39.3023313,-76.3745447,,,1,,,POINT (-76.3745447 39.3023313)
3116004513,39.3024268,-76.3749388,,,3,,,POINT (-76.3749388 39.3024268)
3116004514,39.3024364,-76.3749225,,,3,,,POINT (-76.3749225 39.3024364)
3116004515,39.3024803,-76.374454,,,1,,,POINT (-76.374454 39.3024803)
3116004516,39.3024854,-76.374269,,,1,,,POINT (-76.374269 39.3024854)
3116004517,39.3025249,-76.374772,,,3,,,POINT (-76.374772 39.3025249)
3116004520,39.3026052,-76.3741237,,,1,,,POINT (-76.3741237 39.3026052)
3116004525,39.3026243,-76.3746031,,,3,,,POINT (-76.3746031 39.3026243)
3116004526,39.3026329,-76.3751355,,,1,,,POINT (-76.3751355 39.3026329)
3116004528,39.3027071,-76.3744622,,,3,,,POINT (-76.3744622 39.3027071)
3116004930,39.3027687,-76.3743575,,,3,,,POINT (-76.3743575 39.3027687)
3116004931,39.3027717,-76.3736479,,,1,,,POINT (-76.3736479 39.3027717)
3116004932,39.3027775,-76.3738009,,,1,,,POINT (-76.3738009 39.3027775)
3116004934,39.3027952,-76.3743126,,,3,,,POINT (-76.3743126 39.3027952)
3116004935,39.3028068,-76.3740774,,,1,,,POINT (-76.3740774 39.3028068)
3116004938,39.3028883,-76.3741543,,,4,,,POINT (-76.3741543 39.3028883)
3116004940,39.3029229,-76.3744946,,,1,,,POINT (-76.3744946 39.3029229)
3116004941,39.3029331,-76.3740781,,,3,,,POINT (-76.3740781 39.3029331)
3116004942,39.3029639,-76.3740258,,,3,,,POINT (-76.3740258 39.3029639)
3116004943,39.3030091,-76.3743106,,,1,,,POINT (-76.3743106 39.3030091)
3116004946,39.3030488,-76.3738814,,,3,,,POINT (-76.3738814 39.3030488)
3116004948,39.3030631,-76.3735441,,,1,,,POINT (-76.3735441 39.3030631)
3116004950,39.3031048,-76.3741539,,,1,,,POINT (-76.3741539 39.3031048)
3116004952,39.303153,-76.3731061,,,1,,,POINT (-76.3731061 39.303153)
3116004953,39.3031783,-76.3736588,,,3,,,POINT (-76.3736588 39.3031783)
3116004954,39.3031877,-76.3736427,,,3,,,POINT (-76.3736427 39.3031877)
3116004955,39.3032297,-76.3734507,,,1,,,POINT (-76.3734507 39.3032297)
3116004956,39.3032759,-76.3734908,,,3,,,POINT (-76.3734908 39.3032759)
3116004957,39.3032891,-76.3734682,,,3,,,POINT (-76.3734682 39.3032891)
3116004958,39.303348,-76.3737555,,,1,,,POINT (-76.3737555 39.303348)
3116004959,39.3033494,-76.3731505,,,1,,,POINT (-76.3731505 39.3033494)
3116004960,39.3033635,-76.3733415,,,3,,,POINT (-76.3733415 39.3033635)
3116004963,39.3033751,-76.3733222,,,3,,,POINT (-76.3733222 39.3033751)
3116004968,39.3034174,-76.3735885,,,1,,,POINT (-76.3735885 39.3034174)
3116004970,39.3034312,-76.3732281,,,3,,,POINT (-76.3732281 39.3034312)
3116004971,39.303457,-76.373185,,,3,,,POINT (-76.373185 39.303457)
3116004973,39.3034853,-76.3734327,,,1,,,POINT (-76.3734327 39.3034853)
3116004976,39.303685,-76.3728038,,,3,,,POINT (-76.3728038 39.303685)
3116004977,39.303851,-76.3725252,,,3,,,POINT (-76.3725252 39.303851)
3116004978,39.3039459,-76.3719369,,,1,,,POINT (-76.3719369 39.3039459)
3116004979,39.3039712,-76.372631,,,1,,,POINT (-76.372631 39.3039712)
3116004980,39.3039934,-76.3789924,,,1,,,POINT (-76.3789924 39.3039934)
3116004984,39.3040338,-76.3722047,,,3,,,POINT (-76.3722047 39.3040338)
3116004986,39.3040829,-76.3721156,,,3,,,POINT (-76.3721156 39.3040829)
3116004987,39.3041023,-76.3720803,,,3,,,POINT (-76.3720803 39.3041023)
3116004988,39.3041401,-76.3790965,,,1,,,POINT (-76.3790965 39.3041401)
3116004989,39.3041773,-76.3723347,,,1,,,POINT (-76.3723347 39.3041773)
3116004990,39.3041825,-76.3714443,,,1,,,POINT (-76.3714443 39.3041825)
3116004991,39.3042062,-76.3721759,,,1,,,POINT (-76.3721759 39.3042062)
